agnews,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Classify a news article into one of four themed categories - World, Sports, Business, or Tech - based on its primary focus and emphasis.",1.0,0.885
agnews,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Classify the given news article into one of four categories (World, Sports, Business, or Tech) based on its main theme or subject matter.",0.95,0.88
cr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"As a sentiment classifier, examine the user review statement and identify the sentiment orientation as either positive or negative, while understanding the meaning and any relevant context.",1.0,0.855
cr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.95,0.955
cr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"As a sentiment analyzer, evaluate the input",1.0,0.825
cr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Given a sentence, classify it as either positive or negative sentiment.",0.95,0.91
cr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text.",0.95,0.95
cr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Examine the statement and determine the emotional resonance of the text, evaluating whether it belongs to positive sentiment or a negative opinion.",1.0,0.885
cr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Label the provided sentence with either ""positive"" or ""negative"" sentiment.",1.0,0.945
cr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Given a sentence, classify it as either positive or negative sentiment.",1.0,0.905
cr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Classify the sentiment of the provided sentence as either ""positive"" or ""negative"".",1.0,0.925
cr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Identify the sentiment of the input text and determine its emotional tone as either 'positive' or 'negative', taking into account the nuances of the text and its context.",1.0,0.915
cr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Determine the sentiment of the input text, categorizing it as positive, negative, optimistic, pessimistic, or neutral.",1.0,0.805
cr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,Evaluate the sentiment of the provided statement and categorize it as either a 'positive' or 'negative' sentiment.,0.95,0.87
mr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.895
mr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Given an online message, your task is to classify it as expressing a ""positive"" or ""negative"" opinion, considering whether it is written with a favorable or unfavorable attitude.",1.0,0.915
mr,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0,0.925
mr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",0.95,0.925
mr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,Analyze the phrase and categorize its emotional tone into one of the following labels: positive or negative as a sentiment classifier.,0.95,0.77
mr,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Given a statement, classify it as expressing a positive or negative opinion.",1.0,0.885
mr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.925
mr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Classify the sentiment of the provided sentence or review as either ""positive"" or ""negative"", indicating the attitude towards the subject.",1.0,0.835
mr,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",1.0,0.915
mr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,Assess the given text and categorize it as either a positive or negative sentiment.,1.0,0.85
mr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Determine the sentiment of the input, classifying it as positive or negative emotional tone.",1.0,0.785
mr,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Please perform Sentiment Classification task. Given the sentence, assign a sentiment label from ['negative', 'positive']. Return label only without any other text",0.95,0.92
sst-5,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Based on the given movie review, rate it into one of five ratings based on the sentiment: terrible, bad, okay, good, or great.",0.7,0.56
sst-5,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Classify the movie review provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.6,0.505
sst-5,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Analyze the sentence and categorize it into one of five categories based on the sentiment: terrible, bad, okay, good, or great.",0.6,0.56
sst-5,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Analyze the movie criticism provided to you into one of five categories based on the sentiment: terrible, bad, okay, good, or great, while considering the context and tone of the movie.",0.5,0.35
sst-5,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Analyze the given text and assign it to one of the following categories: terrible, bad, okay, good, or great, considering the relevant context.",0.65,0.365
sst-5,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Evaluate the text provided and categorize movie reviews into one of the following categories: terrible, bad, okay, good, or great.",0.6,0.47
sst-5,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Determine the sentiment of the given text by labeling it as 'terrible', 'bad', 'okay', 'good', or 'great' according to the author's expressed emotions.",0.8,0.605
sst-5,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Assign a sentiment label ('terrible', 'bad', 'okay', 'good', or 'great') to the provided movie review, reflecting the overall emotional tone of the text.",0.75,0.56
sst-5,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Rate the emotional tone of the provided text as terrible, bad, okay, good, or great, reflecting the overall sentiment expressed.",0.7,0.57
sst-5,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Evaluate the emotional tone of the text and categorize it into one of five sentiment categories (terrible, bad, okay, good, or great) based on the presence of positive and negative sentiments, providing a precise and nuanced classification.",0.65,0.5
sst-5,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Classify the provided comment according to its sentiment intensity, assigning a label from ['terrible', 'bad', 'okay', 'good', 'great'] without providing additional context.",0.7,0.615
sst-5,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Identify the sentiment of the given text and categorize it as 'terrible', 'bad', 'okay', 'good', or 'great' based on its tone and language, outputting the corresponding sentiment label.",0.65,0.52
sst2,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.945
sst2,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Given a sentence, classify it as either positive or negative sentiment.",1.0,0.895
sst2,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,You will be responsible for evaluating the emotional tone in the input message and classify it as expressing a positive or negative opinion.,1.0,0.835
sst2,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.95
sst2,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Examine the review and classify it as having a positive or negative sentiment, while considering the tone and context.",1.0,0.95
sst2,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,Analyze a review and classify it as expressing a positive or negative opinion.,1.0,0.91
sst2,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.95
sst2,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Your task is to classify the comment ""positive"" or ""negative"".",1.0,0.95
sst2,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Identify the emotional tone of the text, categorizing it as either ""positive"" or ""negative"" sentiment.",1.0,0.91
sst2,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Given a tweet, classify it as having a positive or negative sentiment.",1.0,0.915
sst2,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Evaluate the emotional tone and sentiment of the provided text, categorizing its emotional connotation as 'strongly positive', 'positive', 'neutral', 'negative', or 'strongly negative', and provide a nuanced intensity level if needed, or 'positive' or 'negative' if the sentiment is straightforward.",1.0,0.905
sst2,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Determine the emotional tone of the given text by deciphering its meaning and context, and categorize it as either positive or negative sentiment.",1.0,0.855
subj,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Given an expression, you need to judge whether it represents subjective or objective opinion by assessing the context and meaning.",0.9,0.78
subj,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Assess the given sentence and determine whether it is into subjective or objective opinion, evaluating the given sentences and their sentiment.",0.8,0.785
subj,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Considering its content, identify the nature of a passage as expressing a subjective or objective opinion from its wording.",0.85,0.695
subj,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Assess the given phrase and categorize it as either topic-neutral or opinion-based, determining whether it falls under attitude or reality.",0.7,0.7
subj,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,identify whether the given sentence was expressing an objective or a subjective opinion.,0.75,0.695
subj,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Determine whether the given text is expressing a subjective or objective sentiment and assign a label from ['subjective', 'objective'] using the provided instruction.",0.85,0.57
subj,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Determine whether the provided statement is objective, conveying factual information, or subjective, expressing a personal viewpoint or bias.",0.9,0.68
subj,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Classify the provided text as expressing either a factual or personal viewpoint, accompanied by a thorough justification for your categorization.",0.85,0.77
subj,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,evaluate the given sentences and determine whether they are subjective or objective.,0.8,0.615
subj,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Determine the tone of the input text, classifying it as objective or subjective by identifying and explaining the linguistics features that contribute to its emotional or informative nature.",0.8,0.685
subj,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Examiner, categorize movie reviews as objective or subjective, pinpointing their level of neutrality, and provide a detailed breakdown of each category, highlighting its distinct characteristics.",0.85,0.59
subj,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Analyze the provided sentences and categorize them as subjective or objective opinions, preserving their nuance and accuracy.",0.8,0.695
trec,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.95,0.73
trec,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"You are required to categorize the given statement into its correct category: Description, Entity, Expression, Human, Location, or Number.",0.75,0.43
trec,evopromptde,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"As you examine the question, your task is to choose a type, from Description, Entity, Expression, Human, Location, or Number, by analyzing the input.",0.8,0.665
trec,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.5,0.755
trec,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"Let's follow the instructions step-by-step to generate a better prompt.

1. Identify the different parts between Prompt 1 and Prompt 2:

Prompt 1: Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.
Prompt 2: You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".

Different parts:

* ""Your task is to choose"" vs ""You are given a question and need to detect""
* ""a type of the question"" vs ""which category""
* ""Description, Entity, Expression, Human, Location and Number"" vs not changed

2. Randomly mutate the different parts:

* ""Your task is to choose"" -> ""The goal is to determine""
* ""a type of the question"" -> ""the nature of the inquiry""
* ""Description, Entity, Expression, Human, Location and Number"" -> ""categories: Description, Entity, Expression, Human, Location, and Number Type""

3. Crossover the different parts with Prompt 3 and generate a final prompt:

Prompt 3: Identify the category that corresponds to this sentence:",0.5,0.27
trec,evopromptde,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Determine the relevant category for this text based on the categories: Description, Entity, Expression, Human, Location, or Number.",0.5,0.44
trec,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,42,"Identify the most suitable category (Description, Entity, Expression, Human, Location, or Number) for the provided text or question.",0.95,0.63
trec,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,47,"Your task is to choose a type of the question, from Description, Entity, Expression, Human, Location and Number.",0.75,0.73
trec,evopromptga,meta-llama\Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-70B-Instruct,69,"Categorize the question into one of the six types - Description, Entity, Expression, Human, Location, or Number - and provide the relevant label.",0.9,0.62
trec,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,42,"Assign the given sentence to one of the six categories (Description, Entity, Expression, Human, Location, or Number) and indicate the corresponding question type.",0.5,0.515
trec,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,47,"You are given a question. You need to detect which category better describes the question. Answer with ""Description"", ""Entity"", ""Expression"", ""Human"", ""Location"", and ""Number"".",0.5,0.685
trec,evopromptga,meta-llama\Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama\Meta-Llama-3-8B-Instruct,69,"Classify an English question into its corresponding category from the list ['Description', 'Entity', 'Expression', 'Human', 'Location', 'Number'] without providing additional information.",0.6,0.66
